dataset,weight_mode,label_mode,metric,best,median,mean,worst,delta_pretrained_minus_random
electricity,pretrained,na,PDS_spearman_mae_h96_score,-0.1510474781417013,-0.1564981946876323,-0.1570512682963115,-0.163608132059601,-0.37333174903583155
electricity,random-reset,na,PDS_spearman_mae_h96_score,0.2450773230164452,0.2168335543481993,0.2227596793543982,0.20636816069855,-0.37333174903583155
electricity,pretrained,na,PDS_spearman_mae_havg_score,-0.3890970291024364,-0.4064438350442316,-0.4028289783629545,-0.4129460709421956,-0.7440195451528364
electricity,random-reset,na,PDS_spearman_mae_havg_score,0.3409282159451139,0.3375757101086048,0.3375201881701972,0.3340566384568728,-0.7440195451528364
electricity,pretrained,na,PDS_spearman_mse_h192_score,-0.1582708733878074,-0.1729896409116398,-0.1696673547453107,-0.177741549936485,-0.2221354077259358
electricity,random-reset,na,PDS_spearman_mse_h192_score,0.0795813556436754,0.049145766814296,0.0539009243046734,0.0329756504560488,-0.2221354077259358
electricity,pretrained,na,PDS_spearman_mse_h336_score,-0.1442426879127041,-0.1536258060962909,-0.1530711827609358,-0.1613450542738123,-0.2784455609629095
electricity,random-reset,na,PDS_spearman_mse_h336_score,0.1329336469026447,0.1248197548666186,0.1205656061290974,0.103943416618029,-0.2784455609629095
electricity,pretrained,na,PDS_spearman_mse_h720_score,-0.1663843183872924,-0.1747217286938808,-0.1728048956104111,-0.1773086397500601,-0.3492908391126217
electricity,random-reset,na,PDS_spearman_mse_h720_score,0.1804948479932708,0.1745691104187409,0.1740772808161957,0.1671678840365754,-0.3492908391126217
electricity,pretrained,na,PDS_spearman_mse_h96_score,-0.1510474781417013,-0.1564981946876323,-0.1570512682963115,-0.163608132059601,-0.37333174903583155
electricity,random-reset,na,PDS_spearman_mse_h96_score,0.2450773230164452,0.2168335543481993,0.2227596793543982,0.20636816069855,-0.37333174903583155
electricity,pretrained,na,PDS_spearman_mse_havg_score,-0.4268385361234136,-0.4415801919181515,-0.4387076245121937,-0.447704145495016,-0.7790622925750449
electricity,random-reset,na,PDS_spearman_mse_havg_score,0.3403737118195031,0.3374821006568934,0.3373980279847259,0.3343382714777811,-0.7790622925750449
electricity,pretrained,na,TCS_avg,0.9989942908287048,0.9989942908287048,0.9989942908287048,0.9989942908287048,-0.0008986592292785645
electricity,random-reset,na,TCS_avg,0.9998929500579834,0.9998929500579834,0.9998929500579834,0.9998929500579834,-0.0008986592292785645
electricity,pretrained,na,TCS_resample,0.9969828724861144,0.9969828724861144,0.9969828724861144,0.9969828724861144,-0.0026959776878358044
electricity,random-reset,na,TCS_resample,0.9996788501739502,0.9996788501739502,0.9996788501739502,0.9996788501739502,-0.0026959776878358044
electricity,pretrained,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
electricity,random-reset,na,TCS_scale,1.0,1.0,1.0,1.0,0.0
electricity,pretrained,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
electricity,random-reset,na,TCS_shift,1.0,1.0,1.0,1.0,0.0
